pc,dimension,eigenvalue,prop_variance,pct_variance,cumulative_prop_variance,cumulative_pct_variance
PC88,88,0.0033368289143327293,4.0792529515070044e-6,4.0792529515070044e-4,0.999967467421889,99.9967467421889
PC89,89,0.0031427021233656574,3.841934136143835e-6,3.8419341361438353e-4,0.9999713093560252,99.99713093560251
PC90,90,0.0027965748272066157,3.4187956322819265e-6,3.4187956322819267e-4,0.9999747281516574,99.99747281516575
PC91,91,0.0024812741338059064,3.033342461865411e-6,3.0333424618654114e-4,0.9999777614941193,99.99777614941193
PC92,92,0.002183408716959163,2.6692038104635246e-6,2.6692038104635243e-4,0.9999804306979297,99.99804306979297
PC93,93,0.0021095285172764997,2.5788857179419313e-6,2.578885717941931e-4,0.9999830095836477,99.99830095836477
PC94,94,0.0019008297363797707,2.3237527339606e-6,2.3237527339606e-4,0.9999853333363817,99.99853333363818
PC95,95,0.0016453981450813815,2.0114891749161145e-6,2.0114891749161142e-4,0.9999873448255566,99.99873448255566
PC96,96,0.001397469289564764,1.7083976645046015e-6,1.7083976645046014e-4,0.9999890532232211,99.9989053223221
PC97,97,0.0011411377279551358,1.3950338972556672e-6,1.3950338972556673e-4,0.9999904482571184,99.99904482571183
PC98,98,0.0010885758574874368,1.330777331891732e-6,1.3307773318917322e-4,0.9999917790344502,99.99917790344503
PC99,99,9.594442103549559e-4,1.1729146825855208e-6,1.1729146825855208e-4,0.9999929519491328,99.99929519491329
PC100,100,8.474651560079744e-4,1.0360209731148831e-6,1.0360209731148831e-4,0.999993987970106,99.9993987970106
PC101,101,7.843948269483357e-4,9.589178813549335e-7,9.589178813549336e-5,0.9999949468879873,99.99949468879873
PC102,102,6.4407743818724e-4,7.873807312802445e-7,7.873807312802446e-5,0.9999957342687186,99.99957342687186
PC103,103,5.399804875122144e-4,6.601228453694552e-7,6.601228453694552e-5,0.999996394391564,99.9996394391564
PC104,104,3.821056532554242e-4,4.671218254956286e-7,4.6712182549562864e-5,0.9999968615133894,99.99968615133893
PC105,105,3.097345724066697e-4,3.7864862152404604e-7,3.7864862152404605e-5,0.999997240162011,99.9997240162011
PC106,106,2.6448796709248155e-4,3.233349230959432e-7,3.2333492309594326e-5,0.999997563496934,99.9997563496934
PC107,107,2.56682052665951e-4,3.13792240422923e-7,3.13792240422923e-5,0.9999978772891746,99.99978772891745
PC108,108,2.140630150667055e-4,2.6169072746541014e-7,2.6169072746541013e-5,0.999998138979902,99.9998138979902
PC109,109,1.612721975469768e-4,1.971542757298005e-7,1.971542757298005e-5,0.9999983361341777,99.99983361341776
PC110,110,1.5061286531779005e-4,1.8412330723446218e-7,1.8412330723446217e-5,0.9999985202574849,99.9998520257485
PC111,111,1.312201569196282e-4,1.604158397550467e-7,1.604158397550467e-5,0.9999986806733246,99.99986806733247
PC112,112,1.1389428324045755e-4,1.3923506508613392e-7,1.3923506508613393e-5,0.9999988199083898,99.99988199083899
PC113,113,1.0755730342164859e-4,1.3148814599223545e-7,1.3148814599223543e-5,0.9999989513965357,99.99989513965357
PC114,114,9.694638423318283e-5,1.185163621432553e-7,1.185163621432553e-5,0.9999990699128979,99.99990699128979
PC115,115,8.765358348879088e-5,1.0715597003519667e-7,1.0715597003519667e-5,0.999999177068868,99.9999177068868
PC116,116,8.024722137743425e-5,9.810173762522525e-8,9.810173762522526e-6,0.9999992751706056,99.99992751706056
